id,source,link,mydate,category,listname
1289,"CNN Money","http://money.cnn.com/popups/2006/news/techstocks_winlose/","12/30/06 00:00:00","Technology","Tech Winners and Losers"
1290,"Consumerist","http://www.consumerist.com/consumer/top-10/top-10-biggest-business-debacles-2006-222632.php","12/30/06 00:00:00","Business","Top 10 Biggest Business Debacles"
1291,"ConsumerAffairs.com","http://www.consumeraffairs.com/news04/2006/12/top_ten_scams.html","12/30/06 00:00:00","Miscellaneous","Top 10 Scams"
1292,"Tech Digest","http://www.techdigest.tv/2006/12/top_10_retro_ga.html","12/30/06 00:00:00","Gadgets","Top 10 Retro Gadgets"
1293,"Religion Clause","http://religionclause.blogspot.com/2006/12/top-ten-2006-free-exercise-churchstate.html","12/30/06 00:00:00","Miscellaneous","Top 10 Church/State Developments"
1294,"LAist","http://www.laist.com/archives/2006/12/30/new_york_times_calls_laist_lazy.php","12/31/06 00:00:00","Media","24 Best New York Times Best Of Stories"
1295,"New York Times","http://www.nytimes.com/2006/12/31/travel/31popular.html","12/31/06 00:00:00","Miscellaneous","25 Most E-Mailed Travel Articles"
1296,"Engadget","http://www.engadget.com/2006/12/31/the-2006-engadget-awards/","12/31/06 00:00:00","Gadgets","Engadget Awards"
1297,"Slate.com","http://cartoonbox.slate.com/hottopic/?topicid=124&image=0","12/31/06 00:00:00","Comics","Cartoons of the Year"
1298,"Edmonton Journal","http://www.canada.com/edmontonjournal/news/culture/story.html?id=1c8e4e2f-e6e7-4a2a-90a1-6271135daaaf&k=15716","12/31/06 00:00:00","Comics","5 Best Graphic Novels"
1299,"Comic Book Resources","http://www.comicbookresources.com/news/newsitem.cgi?id=9269","12/31/06 00:00:00","Comics","Top 5 Lists"
1300,"The Scotsman","http://living.scotsman.com/books.cfm?id=1930752006","12/31/06 00:00:00","Books","Literary Losers"
1301,"Gamespot","http://uk.gamespot.com/special_features/bestof2006/index.html","12/31/06 00:00:00","Games","Best and Worst Games"
1302,"Eurogamer","http://www.eurogamer.net/article.php?article_id=71322","12/31/06 00:00:00","Games","Top 50 Games"
1303,"YesButNoButYes","http://www.yesbutnobutyes.com/archives/2007/01/2006_list_of_li.html","01/01/07 00:00:00","Miscellaneous","List of Lists of Lists"
1304,"Flickr","http://flickr.com/photos/tags/2007/interesting/show/","01/01/07 00:00:00","Photos","Flickr Interesting"
1305,"TVNewser","http://www.mediabistro.com/tvnewser/year%5Fin%5Freview%5F2006/","01/01/07 00:00:00","TV","Year in Review"
1306,"Fleshbot","http://www.fleshbot.com/sex/2006/fleshbots-top-ten-crush-objects-of-2006-225066.php","01/01/07 00:00:00","People","Top 10 Crush Objects"
1428,"ALA","http://www.ala.org/ala/yalsa/booklistsawards/bestbooksya/07topten.cfm","10/30/07 00:00:00","Books","Top Ten Books for Young Adults"
1429,"ALA","http://www.ala.org/ala/yalsa/booklistsawards/greatgraphicnovelsforteens/07topten.cfm","10/30/07 00:00:00","Comics","Top Ten Great Graphic Novels for Teens"
1430,"InventorSpot","http://inventorspot.com/articles/memswear_more_top_scifi_fashion__7139","10/30/07 00:00:00","Fashion","Top Sci-Fi Fashion Clothing"
1431,"People","http://www.people.com/people/package/gallery/0,,20055119_20056151,00.html","10/30/07 00:00:00","Fashion","Best and Worst Dressed"
1432,"Interbrand","http://www.interbrand.com/best_brands_2007.asp","10/30/07 00:00:00","Business","Best Brands"
1433,"PC World","http://www.pcworld.com/article/id,131935-page,13/article.html","10/30/07 00:00:00","Science","100 Best Products"
1434,"Business Week","http://www.businessweek.com/magazine/content/07_31/b4044401.htm","10/30/07 00:00:00","Design","Best Product Design"
1435,"Kiplinger","http://content.kiplinger.com/tools/slideshows/slideshow_pop.html?nm=Bestof07Tech","10/30/07 00:00:00","Tech","Best Tech Buys"
1436,"Time","http://www.time.com/time/specials/2007/0,28757,1633488,00.html","10/30/07 00:00:00","Online","50 Best Websites"
1437,"Planetizen","http://www.planetizen.com/websites/2007","10/30/07 00:00:00","Online","Top 10 Websites"
1438,"About.com","http://netforbeginners.about.com/od/peersharing/a/torrent_search.htm","10/30/07 00:00:00","Online","Top 35 Torrent Sites"
1439,"PC World","http://www.pcmag.com/article2/0,1895,2174685,00.asp","10/30/07 00:00:00","Online","Top 100 Undiscovered Websites"
1440,"Iain Dale","http://iaindale.blogspot.com/2007/09/guide-to-blogging-2007-top-100-liberal.html","10/30/07 00:00:00","Online","Top 100 Liberal Blogs"
1441,"Ask Men","http://www.askmen.com/specials/2007_top_99/","10/30/07 00:00:00","People","Top 99 Women"
1442,"US News","http://colleges.usnews.rankingsandreviews.com/usnews/edu/college/rankings/brief/t1natudoc_brief.php","10/30/07 00:00:00","Education","America's Best Colleges"
1443,"Top Law Schools","http://www.top-law-schools.com/rankings.html","10/30/07 00:00:00","Education","Top 2007 Law Schools"
1444,"US News","http://www.usnews.com/usnews/biztech/best_careers_2007/","10/30/07 00:00:00","Business","Best Careers"
1445,"AARP","http://www.aarpmagazine.org/money/2007_best_employers.html","10/30/07 00:00:00","Business","Best Employers for Workers Over 50"
1446,"R&D Magazine","http://inventorspot.com/articles/imagine_10_amazing_2007_rd_innov_7303","10/30/07 00:00:00","Science","10 Most Brilliant Inventions"
1447,"Science","http://news.nationalgeographic.com/news/2007/09/photogalleries/science-pictures/index.html","10/30/07 00:00:00","Photos","Best Science Photos"
1448,"US News","http://health.usnews.com/usnews/health/best-hospitals/honorroll.htm","10/30/07 00:00:00","Health","Best Hospitals"
1449,"Consumer Reports","http://money.cnn.com/galleries/2007/autos/0702/gallery.consumer_reports_top_picks/index.html","10/30/07 00:00:00","Automobiles","Best Cars"
1450,"Consumer Reports","http://www.consumerreports.org/cro/cars/new-cars/top-picks-for-2007-4-07/overview/0704_top-picks-2007.htm","10/30/07 00:00:00","Automobiles","Top Picks"
1451,"About ","http://gaylife.about.com/od/gayproductreviews/a/cars2007.htm","10/30/07 00:00:00","Automobiles","Top Gay Cars"
1452,"Forbes","http://www.forbes.com/2007/04/30/fuel-gas-car-forbeslife-cx_dl_0501gasguzzler.html","10/30/07 00:00:00","Automobiles","Top Gas Guzzlers"
1453,"InventorSpot","http://inventorspot.com/articles/10_beers_quench_your_fall_thirst_6643","10/30/07 00:00:00","Food","Top 10 Beers"
1454,"Skiing Magazine","http://www.skinet.com/skinet/photos/article/0,26964,1663229,00.html","10/30/07 00:00:00","Sports","Top Ten Skiing Resorts"
1455,"Money","http://money.cnn.com/magazines/moneymag/bplive/2007/","10/30/07 00:00:00","Miscellaneous","Best Places to Live"
1456,"Blacksmith Institute","http://www.bespacific.com/mt/archives/016129.html","10/30/07 00:00:00","Miscellaneous","Top 10 Worst Polluted Places"
1457,"Forbes","http://www.forbes.com/2007/02/21/homes-expensive-world-forbeslife-cx_mw_0222mostexpensivehomes.html","10/30/07 00:00:00","Miscellaneous","World's Most Expensive Homes"
1458,"Travel+Leisure","http://www.travelandleisure.com/worldsbest/2007/results.cfm?cat=hotels","10/30/07 00:00:00","Travel","Top 100 Hotels"
1459,"Travel+Leisure","http://www.travelandleisure.com/worldsbest/2007/results.cfm?cat=islands","10/30/07 00:00:00","Travel","Top 10 Islands"
1460,"Travel+Leisure","http://www.travelandleisure.com/worldsbest/2007/results.cfm?cat=cities","10/30/07 00:00:00","Travel","Top 10 Cities"
1461,"Kiplinger","http://content.kiplinger.com/tools/slideshows/slideshow_pop.html?nm=Bestof07consumer","10/30/07 00:00:00","Travel","Best Travel & Consumer Deals"
1462,"Travel+Leisure","http://www.travelandleisure.com/worldsbest/2007/results.cfm?cat=bizhotelsusca","10/30/07 00:00:00","Business","Top Business Hotels"
1463,"The Futurist","http://www.wfs.org/Nov-Dec%20Files/TOPTEN.htm","10/30/07 00:00:00","Miscellaneous","Top 10 Forecasts"
1464,"Stylus","http://www.stylusmagazine.com/articles/pop_playground/top-50-albums-of-2007.htm","10/31/07 00:00:00","Music","Top 50 Albums"
1465,"Stylus","http://www.stylusmagazine.com/articles/pop_playground/top-50-songs-of-2007.htm","10/31/07 00:00:00","Music","Top 50 Songs"
1466,"New York Magazine","http://nymag.com/movies/features/40609/","11/15/07 00:00:00","Musicvideos","Online Videos"
1467,"Book Design Review","http://nytimesbooks.blogspot.com/2007/11/my-favorite-book-covers-of-2007.html","11/16/07 00:00:00","Design","Favorite Books Covers"
1468,"American Society of Magazine Editors","http://www.magazine.org/editorial/24689.cfm","11/16/07 00:00:00","Design","Best Magazine Covers"
1469,"New Oxford American Dictionary","http://blog.oup.com/2007/11/locavore/","11/16/07 00:00:00","Words","Word of the Year"
1470,"L.A. Times","http://www.calendarlive.com/music/cl-ca-popalbums28oct28,0,7820589.story?coll=cl-music-top-right","11/16/07 00:00:00","Music","Top Albums"
1471,"Q","http://www2.qawards.co.uk/2007/10/best_album.html","11/16/07 00:00:00","Music","Best Albums"
1472,"The New Yorker","http://www.newyorker.com/arts/reviews/recordings/2007/11/26/071126gore_GOAT_recordings","11/19/07 00:00:00","Music","Top CD Boxed Sets"
1473,"Rate Your Music","http://rateyourmusic.com/charts/top/album/2007","11/19/07 00:00:00","Music","Top Albums"
1474,"Amazon.com","http://amazon.com/gp/feature.html?ie=UTF8&docId=1000158311&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=center-2&pf_rd_r=1AT2YW329ZFYW34CSKFR&pf_rd_t=101&pf_rd_p=324381701&pf_rd_i=383166011","11/19/07 00:00:00","Books","Best Books - Editors' Picks"
1475,"The New Yorker","http://www.newyorker.com/arts/events/revivals/2007/11/26/071126gomo_GOAT_movies_dvd","11/19/07 00:00:00","DVD","Top DVD Boxed Sets of 2007"
1476,"Christian Music Today","http://www.christianitytoday.com/music/reviews/2007/2007bestof.html","11/21/07 00:00:00","Music","Best Christian Albums"
1477,"GQ","http://www.prnewswire.com/cgi-bin/stories.pl?ACCT=104&STORY=/www/story/11-20-2007/0004708964&EDATE=","11/21/07 00:00:00","People","Men of the Year"
1478,"Jiyu Kokuminsha","http://www.pinktentacle.com/2007/11/top-60-japanese-buzzwords-of-2007/","11/21/07 00:00:00","Words","Top 60 Japanese Buzzwords"
1479,"Publisher's Week","http://www.publishersweekly.com/article/CA6496987.html?nid=3329","11/21/07 00:00:00","Books","Books of the Year"
1480,"American Bookseller's Association","http://news.bookweb.org/booksense/5639.html","11/21/07 00:00:00","Books","Books of the Year"
1481,"New York Times","http://www.nytimes.com/2007/12/02/books/review/notable-books-2007.html","11/21/07 00:00:00","Books","100 Notable Books of the Year"
1482,"New York Times","http://www.nytimes.com/slideshow/2007/11/11/books/review/best-childrens-books-slideshow_index.html","11/21/07 00:00:00","Books","Best Illustrated Children's Books"
1483,"Grand Theft Auto 4","http://www.gta4.ws/archives/82","11/21/07 00:00:00","Games","Best Free Games"
1484,"Amazon.com's Editors","http://www.amazon.com/lm/R202CG6CQ8KJKY/","11/22/07 00:00:00","Games","Top 10 Games of the Year"
1485,"The Quill Awards","http://www.thequills.org/press.html","11/22/07 00:00:00","Books","The Quill Awards"
1486,"Popular Science","http://www.popsci.com/popsci/flat/bown/2007/","11/22/07 00:00:00","Science","Best of What's New"
1487,"G.I. Jobs","http://www.gijobs.net/content/top50.cfm","11/23/07 00:00:00","Business","Top 50 G.I. Jobs"
1488,"Entertainment Weekly","http://www.ew.com/ew/article/0,,20152943_20153269_20161218,00.html","11/23/07 00:00:00","People","Top 25 Entertainers"
1489,"Esquire","http://www.esquire.com/features/best-brightest-2007/bestandbrightest2007","11/23/07 00:00:00","People","Best and Brightest"
1490,"Esquire","http://www.esquire.com/features/esquire-100/2007esquire100","11/23/07 00:00:00","Ideas","Esquire 100"
1491,"Esquire","http://www.esquire.com/features/the-screen/greatperformances1207","11/23/07 00:00:00","People","Actors of the Year"
1492,"Conde Nast Traveler","http://www.concierge.com/bestof/readerschoice/","11/23/07 00:00:00","Travel","Reader's Choice Awards"
1493,"About.com","http://ufos.about.com/od/visualproofphotosvideo/ig/Best-UFO-Photos--2007/","11/23/07 00:00:00","Paranormal","Best UFO Photographs"
1494,"Weblog Awards","http://2007.weblogawards.org/polls/best-food-blog-1.php","11/24/07 00:00:00","Food","Best Food Blogs"
1495,"Food and Wine","http://www.foodandwine.com/bestnewchefs/","11/24/07 00:00:00","Food","Best New Chefs"
1496,"Weblog Awards","http://2007.weblogawards.org/","11/24/07 00:00:00","Online","Weblog Awards"
1497,"Chicago Athenaeum","http://www.chi-athenaeum.org/intarch/2007/index.html","11/24/07 00:00:00","Architecture","International Architecture Awards"
1498,"ARS Electronica","http://www.aec.at/en/prix/winners.asp","11/24/07 00:00:00","Art","Prix Ars"
1499,"PC Mag","http://www.pcmag.com/article2/0,1759,2217704,00.asp","11/24/07 00:00:00","Gadgets","Best and Worst"
1500,"Sports Illustrated","http://sportsillustrated.cnn.com/multimedia/photo_gallery/0711/2007.turkey/content.1.html","11/24/07 00:00:00","Sports","Turkeys of the Year"
1501,"Amazon.com's Editors","http://www.amazon.com/gp/feature.html/ref=amb_link_5874912_13?ie=UTF8&docId=1000164311&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=center-2&pf_rd_r=1RW39VJPRNZZ8TN71PRM&pf_rd_t=101&pf_rd_p=330258301&pf_rd_i=384214011","11/24/07 00:00:00","DVD","Best DVDs"
1502,"Amazon.com's Customers","http://www.amazon.com/gp/feature.html/ref=amb_link_5892882_8?ie=UTF8&docId=1000164321&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=center-3&pf_rd_r=1RW39VJPRNZZ8TN71PRM&pf_rd_t=101&pf_rd_p=330622601&pf_rd_i=384214011","11/24/07 00:00:00","DVD","Best DVDs"
1505,"Stevie Awards","http://www.stevieawards.com/women/default.cfm","11/25/07 00:00:00","Business","Women in Business"
1506,"The Bobs","http://www.thebobs.com/","11/25/07 00:00:00","Online","Best Weblogs"
1507,"The Guardian","http://books.guardian.co.uk/booksoftheyear2007/","11/26/07 00:00:00","Books","Books of the Year"
1508,"Culture Bully","http://www.culturebully.com/the-top-10-musical-performances-on-late-night-tv-2007","11/26/07 00:00:00","Music","Top 10 Musical Performances on Late Night TV"
1509,"I Want Media","http://www.iwantmedia.com/personoftheyear/07.html","11/26/07 00:00:00","Media","Media Person of the Year"
1510,"Times of London","http://entertainment.timesonline.co.uk/tol/arts_and_entertainment/books/","11/26/07 00:00:00","Books","Books of the Year"
1511,"Brooklyn Vegan","http://www.brooklynvegan.com/archives/2007/11/the_12_music_vi.html","11/26/07 00:00:00","Musicvideos","Top 12 Videos"
1512,"Stereophile","http://www.stereophile.com/features/1207poty/","11/26/07 00:00:00","Gadgets","Best Products"
1513,"Amazon.com's Editors","http://www.amazon.com/gp/feature.html/ref=amb_link_5899772_9?ie=UTF8&docId=1000167731&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=center-2&pf_rd_r=1YZQSX69VBQW1KRDHQVW&pf_rd_t=101&pf_rd_p=333670301&pf_rd_i=320225011","11/26/07 00:00:00","Music","Top 100 Albums"
1514,"Amazon.com's Customers","http://www.amazon.com/gp/feature.html/ref=amb_link_5902502_6?ie=UTF8&docId=1000168061&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=center-3&pf_rd_r=1YZQSX69VBQW1KRDHQVW&pf_rd_t=101&pf_rd_p=330589201&pf_rd_i=320225011","11/26/07 00:00:00","Music","Top 100 Albums"
1515,"Amazon.com's Editors","http://www.amazon.com/gp/feature.html/ref=amb_link_5928002_6?ie=UTF8&docId=1000170431&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=center-4&pf_rd_r=1YZQSX69VBQW1KRDHQVW&pf_rd_t=101&pf_rd_p=333480901&pf_rd_i=320225011","11/26/07 00:00:00","Music","Best Country"
1516,"Amazon.com's Editors","http://www.amazon.com/gp/feature.html/ref=amb_link_5933952_6?ie=UTF8&docId=1000169721&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=center-6&pf_rd_r=1YZQSX69VBQW1KRDHQVW&pf_rd_t=101&pf_rd_p=333610201&pf_rd_i=320225011","11/26/07 00:00:00","Music","Best Soundtracks"
1517,"Decibel","http://decibelmagazine.com/features/jan2008/top40.aspx","11/26/07 00:00:00","Music","Year-End Metal Poll"
1518,"Amazon.com's Editors","http://www.amazon.com/gp/feature.html/ref=amb_link_5930162_8?ie=UTF8&docId=1000170421&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=center-7&pf_rd_r=1YZQSX69VBQW1KRDHQVW&pf_rd_t=101&pf_rd_p=333594801&pf_rd_i=320225011","11/26/07 00:00:00","Music","Best Blues"
1519,"Amazon.com's Editors","http://www.amazon.com/gp/feature.html/ref=amb_link_5931002_6?ie=UTF8&docId=1000170391&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=center-8&pf_rd_r=1YZQSX69VBQW1KRDHQVW&pf_rd_t=101&pf_rd_p=333599501&pf_rd_i=320225011","11/26/07 00:00:00","Music","Best Folk"
1520,"Amazon.com's Editors","http://www.amazon.com/gp/feature.html/ref=amb_link_5925382_7?ie=UTF8&docId=1000169651&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=center-9&pf_rd_r=1YZQSX69VBQW1KRDHQVW&pf_rd_t=101&pf_rd_p=333639401&pf_rd_i=320225011","11/26/07 00:00:00","Music","Best Jazz"
1521,"Amazon.com's Editors","http://www.amazon.com/gp/feature.html/ref=amb_link_5926272_9?ie=UTF8&docId=1000170521&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=center-10&pf_rd_r=1YZQSX69VBQW1KRDHQVW&pf_rd_t=101&pf_rd_p=333639601&pf_rd_i=320225011","11/26/07 00:00:00","Music","Best Rap"
1522,"Amazon.com's Editors","http://www.amazon.com/gp/feature.html/ref=amb_link_5905382_2?ie=UTF8&docId=1000170491&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=browse&pf_rd_r=1YZQSX69VBQW1KRDHQVW&pf_rd_t=101&pf_rd_p=333640101&pf_rd_i=320225011","11/26/07 00:00:00","Music","Best Classical"
1523,"Times of London","http://entertainment.timesonline.co.uk/tol/arts_and_entertainment/books/science/article2913708.ece","11/26/07 00:00:00","Books","Best Gardening Books"
1524,"Times of London","http://entertainment.timesonline.co.uk/tol/arts_and_entertainment/books/showbiz/article2913860.ece","11/26/07 00:00:00","Books","Best Music Books"
